Repo,commit_message,time,churn,insertions,deletions,files_changed
csc216-002-P1-001,b'Fixed Actual for BB Test Plan\n',1476500885,2,0,0,2
csc216-002-P1-001,b'Update Black Box Plan\n',1476500397,3,0,0,3
csc216-002-P1-001,b'Added Javadoc\n',1476499668,70,0,13082,70
csc216-002-P1-001,b'Updated to better method for reading animal names\n',1476499361,1,4,3,1
csc216-002-P1-001,b'Fixed inifinte file reading loop\n',1476498868,3,22,20,3
csc216-002-P1-001,b'added check for only reading in 20 lines\n',1476498283,1,1,3,1
csc216-002-P1-001,b'Corrected indexoutofbounds\n',1476497985,1,4,3,1
csc216-002-P1-001,b'Now checks the file for proper number of lines\n',1476497588,1,3,3,1
csc216-002-P1-001,b'Added check for incorrect symbol\n',1476497339,2,12,21,2
csc216-002-P1-001,b'Fixed checks for animal names\n',1476496087,1,28,40,1
csc216-002-P1-001,b'Fixed incrementing meal insted of breed in predator\n',1476495412,1,1,1,1
csc216-002-P1-001,b'Fixed logic error for eating/dying\n',1476495145,4,3,9,4
csc216-002-P1-001,b'Updated Animal to fix act\n',1476494413,1,2,2,1
csc216-002-P1-001,b'prevented animals from acting on creation\n',1476494079,1,1,1,1
csc216-002-P1-001,b'Fixed coverage statements targeting PaintedLocation\n',1476493911,1,2,4,1
csc216-002-P1-001,b'Completed BB Plan and added missing coverage\n',1476493323,4,10,33,4
csc216-002-P1-001,b'Added missing asserts and fixed test cases\n',1476492212,2,5,17,2
csc216-002-P1-001,b'Added 80% coverage minimum\n',1476491738,1,3,4,1
csc216-002-P1-001,b'Added 80 percent coverage minimum\n',1476491722,1,0,61,1
csc216-002-P1-001,b'Added coverage for Actor package\n',1476482918,6,11,353,6
csc216-002-P1-001,b'Fixed lingering PMD and Checkstyle errors\n',1476465048,7,18,20,7
csc216-002-P1-001,b'Fixed Config file reading/ ran formatting/ added some PredatorPrey Tests\n',1476464100,5,62,79,5
csc216-002-P1-001,b'Added some bug fixes / formatted / added test files\n',1476431470,6,71,84,6
csc216-002-P1-001,b'Implemented the first successfully compiling build of Simulator\n',1476427881,3,101,268,3
csc216-002-P1-001,b'Minor Stylistic changes to Simulatorpackage\n',1476401278,2,8,9,2
csc216-002-P1-001,b'Finished Implementing the actor and utils packages\n',1476396529,7,191,194,7
csc216-002-P1-001,b'Implemented Animal Configs and part of Pure Predator\n',1476244664,4,60,171,4
csc216-002-P1-001,b'Ran Eclipse Formatting/ Fixed Java doc\n',1475889784,2,5,13,2
csc216-002-P1-001,b'Finished javadoc for simulator package\n',1475889397,2,1,28,2
csc216-002-P1-001,b'fixed actor package javadoc\n',1475889121,8,12,73,8
csc216-002-P1-001,b'Added javadoc for AutomatSimulator\n',1475888806,1,0,12,1
csc216-002-P1-001,b'Completed javadoc for  Painted Location\n',1475888520,1,0,17,1
csc216-002-P1-001,b'Added javadoc to Location and Painted Location\n',1475888383,3,0,30,3
csc216-002-P1-001,b'Updated EcoGrid Javadoc\n',1475888168,3,0,84,3
csc216-002-P1-001,b'Added back the test packages\n',1475887709,2,0,38,2
csc216-002-P1-001,b'Completed javadoc for actor package\n',1475887117,12,400,477,12
csc216-002-P1-001,b'Temporarily removed actor test package\n',1475886190,5,95,0,5
csc216-002-P1-001,b'Added some javadoc to Animal Configs and PredatorPrey\n',1475886053,3,11,157,3
csc216-002-P1-001,b'added test source folder and actor junit tests\n',1475871387,6,0,97,6
csc216-002-P1-001,b'added Location paramater to isEmpty - EcoGrid\n',1475871100,2,2,2,2
csc216-002-P1-001,b'Made PurePredator Public\n',1475870853,1,1,1,1
csc216-002-P1-001,b'Fixed getColumn method to getCol in Location\n',1475870621,3,2,4,3
csc216-002-P1-001,b'Moved project files into Project1 Directory\n',1475869639,47,876,875,47
csc216-002-P1-001,b'Updated Actor skeleton implemented Environment and Simulator skeletons\n',1475868897,5,9,243,5
csc216-002-P1-001,b'Added GUI implemented skeletons of Actor and Utils\n',1475863742,12,0,592,12
csc216-002-P1-001,b'Added blackbox tests and test file\n',1474684721,3,0,26,3
csc216-002-P1-001,b'Updated Limitations & Design Patterns\n',1474678646,3,0,0,3
csc216-002-P1-001,b'Added initial design proposal\n',1474677569,11,0,24,11
csc216-002-P1-001,b'Initial commit',1470765307,0,0,0,0
csc216-002-P1-002,b'Fixed the statement alive in Animal.',1476658913,1,1,1,1
csc216-002-P1-002,b'Some fixes to initiate variables.',1476658824,25,1381,1381,25
csc216-002-P1-002,b'PLEASE JENKINS WORK still only committing non test classes.',1476656858,44,1380,2820,44
csc216-002-P1-002,b'Testing if jenkins is working. only passing class files.',1476656237,20,0,1440,20
csc216-002-P1-002,b'Finished all classes test cases will not show coverage. Gui no file.',1476655353,26,1267,1406,26
csc216-002-P1-002,b'All the subclasses compile.',1476337042,4,25,71,4
csc216-002-P1-002,b'Started all classes did not finish Animal AutomataSimulator.',1476329438,6,86,215,6
csc216-002-P1-002,b'All but GUI compile.',1476154879,8,51,89,8
csc216-002-P1-002,b'Added javadoc some classes do not compile.',1475888169,10,12,351,10
csc216-002-P1-002,b'Initial Project1 skeleton with no javadoc.',1475885820,19,0,749,19
csc216-002-P1-002,b'Not reading as java project',1475820946,8,11,11,8
csc216-002-P1-002,b'Might have to push this',1475818960,1,0,11,1
csc216-002-P1-002,b'The UML MVC and BBTP for Project 1.',1474567520,3,0,0,3
csc216-002-P1-002,b'Initial commit',1470765311,0,0,0,0
csc216-002-P1-003,b'Edited Animal class',1476400079,4,232,232,4
csc216-002-P1-003,b'Project skeleton',1476375337,11,11,588,11
csc216-002-P1-003,b'Created project packages and classes',1474864965,12,0,438,12
csc216-002-P1-003,b'Added black box tests',1474676938,1,0,0,1
csc216-002-P1-003,b'Added design proposal ',1474673180,1,0,0,1
csc216-002-P1-003,b'Created Project1 ',1474589096,4,0,35,4
csc216-002-P1-003,b'Initial commit',1470765316,0,0,0,0
csc216-002-P1-005,b'Fixed checkstyle issues and regenerated Javadoc',1476489163,19,486,104,19
csc216-002-P1-005,b'Added in BBTP for part 2 and regenerated Javadoc',1476488935,98,154,14509,98
csc216-002-P1-005,b'Updated to +80% coverage for all classes except ANimal',1476485182,9,317,351,9
csc216-002-P1-005,b'Generated Javadoc and updated classes to fix checkstyle errors or fails',1476483071,35,36,3757,35
csc216-002-P1-005,b'Updated test classes for more coverage and Animal for removing a method\n\nthat was not necessary',1476480970,4,74,49,4
csc216-002-P1-005,b'Updated Test classes for coverage. Still have child classes to go',1476478391,6,56,202,6
csc216-002-P1-005,b'Updated PurePrey and the Simulator. the GUI works! added test file',1476471773,5,74,151,5
csc216-002-P1-005,b'Tried to remove the red ball by removing the reference to Animal',1476421451,1,1,5,1
csc216-002-P1-005,"bUpdated Animal's methods with simpleSystem and updated the constructors. \n\nnot complete!""""""""Updated Animal's methods with simpleSystem and updated the constructors. \n\nnot complete!""""Updated Animal's methods with simpleSystem and updated the constructors. \n\nnot complete!""",1476392888,1,10,43,1
csc216-002-P1-005,b'Updated tests for more coverage in child classes and ecosystem.\n\nUpdated the two higher animal ranks because getFoodChainRank() was\naccidentally initialized as public over protected.',1476384246,6,5,143,6
csc216-002-P1-005,b'Updated Tests and finished all actor and ecosystem methods.\n\nAutomataSimulator + a test classes to go!',1476329412,8,73,231,8
csc216-002-P1-005,b'Updated test classes',1476315906,4,53,130,4
csc216-002-P1-005,b'Added methods and updated test cases\n',1476303307,14,77,352,14
csc216-002-P1-005,b'Updated findEmptyNeighbor in Ecosystem and AnimalTest',1476247873,2,21,52,2
csc216-002-P1-005,b'Fixed checkstyle errors',1476245563,2,11,7,2
csc216-002-P1-005,b'Updated almost all methods in Animal and Ecosystem. \n\nStarted fileReading in AutomataSimulator.',1476245232,3,60,189,3
csc216-002-P1-005,b'Updated Animal utils classes and Configs\n\nUpdated constructors in utils classes. Updated configs for multiple\nnumber of animals functionality. Added code to some Animal methods. ',1476213025,4,16,27,4
csc216-002-P1-005,b'Updated Actor classes with a few methods that work.\n\nAdded code for getters in PurePrey PredatorPrey and PurePredator.\nStarted updating setRandomSeed() for accurate code.',1475806204,4,13,20,4
csc216-002-P1-005,b'Fixed checkstyle violations for basic skeleton',1475700621,6,25,31,6
csc216-002-P1-005,b'created Test classes',1475700037,9,0,168,9
csc216-002-P1-005,b'Created test folder',1475696113,1,0,1,1
csc216-002-P1-005,b'fixed typos in naming methods in Animal class \n\nincrementTimeSinceLastMeal and incrementTimeSinceLastBreed',1475696027,1,3,3,1
csc216-002-P1-005,b'Created basic skeleton for Project 1',1475695833,12,0,1132,12
csc216-002-P1-005,b'Fixed typos in design proposal',1474668763,1,0,0,1
csc216-002-P1-005,b'Removed vague instructions in BBT and finished design proposal',1474664726,2,0,0,2
csc216-002-P1-005,b'Fixed typos in BBTP',1474483938,1,0,0,1
csc216-002-P1-005,b'Added another BBT to make a total of 4 tests.',1474483747,1,0,0,1
csc216-002-P1-005,b'Completed 3 BBT in the test plan and wrote the introduction.',1474483370,1,0,0,1
csc216-002-P1-005,b'Created Project 1 project in eclipse.',1474481162,4,0,35,4
csc216-002-P1-005,b'Initial commit',1470765325,0,0,0,0
csc216-002-P1-006,b'Fixed minor checkstyle erros',1476497298,7,64,63,7
csc216-002-P1-006,b'Added additional implementation to AutomataSimulator',1476496185,2,20,114,2
csc216-002-P1-006,b'Finished implementation of utils package',1476491807,3,10,11,3
csc216-002-P1-006,b'Implemented Ecosystem class',1476491616,1,24,123,1
csc216-002-P1-006,b'Implemented classes in the actor package',1476489554,5,37,170,5
csc216-002-P1-006,b'Fixed remaining PMD errors',1475869615,4,7,15,4
csc216-002-P1-006,b'Fixed most PMD Errors by suppressing warnings or implementing getters',1475869426,14,35,48,14
csc216-002-P1-006,b'Small checkstyle fix with curly brace in PredatorPrey',1475786658,1,1,1,1
csc216-002-P1-006,b'Fixed checkstyle error with Ecosystem',1475786537,1,2,2,1
csc216-002-P1-006,b'Fixed remaining checkstyle errors ',1475786402,4,9,8,4
csc216-002-P1-006,b'Fixed import errors in test classes by added default test methods back',1475786135,12,12,139,12
csc216-002-P1-006,b'Added JavaDoc comments to all classes & methods',1475785627,18,157,426,18
csc216-002-P1-006,b'Added test source folder & skeleton test cases',1475633630,10,2,226,10
csc216-002-P1-006,b'Fixed location import error',1475633326,5,23,16,5
csc216-002-P1-006,b'Created class skeletons',1475632795,12,0,909,12
csc216-002-P1-006,b'Added BBTP document with three test cases',1474672833,1,0,0,1
csc216-002-P1-006,b'Added Design Proposal',1474670973,1,0,0,1
csc216-002-P1-006,b'Created main project source and project _docs folder',1474566914,4,0,35,4
csc216-002-P1-006,b'Initial commit',1470765330,0,0,0,0
csc216-002-P1-007,b'Fixed PMD warning. Updated test.',1476552509,2,3,2,2
csc216-002-P1-007,b'Cleaned up code.',1476552337,1,11,14,1
csc216-002-P1-007,b'Fixed breeding bug.',1476552123,1,1,1,1
csc216-002-P1-007,b'Attempt to fix breeding bug.',1476551997,2,2,5,2
csc216-002-P1-007,b'Updated BBTP.',1476519652,3,1,0,3
csc216-002-P1-007,b'Trying different ways to solve the bug.',1476518724,1,0,1,1
csc216-002-P1-007,"bReversed changes: Jenkins didn't like it.""""""""Reversed changes: Jenkins didn't like it.""""Reversed changes: Jenkins didn't like it.""",1476518660,1,7,5,1
csc216-002-P1-007,b'Added extra checking for move().',1476518107,1,4,6,1
csc216-002-P1-007,b'Persistence is the key.',1476517629,2,4,6,2
csc216-002-P1-007,b'Still going at it.',1476516894,3,17,17,3
csc216-002-P1-007,b'Still trying to fix it.',1476516793,3,0,26,3
csc216-002-P1-007,b'Updated BBTP and Javadoc.',1476513769,92,9,16705,92
csc216-002-P1-007,b'Fixed typo.',1476512819,1,1,1,1
csc216-002-P1-007,b'Removed unnecessary code.',1476512686,1,4,0,1
csc216-002-P1-007,b'Moved code.',1476512469,2,6,8,2
csc216-002-P1-007,b'Fixed bug.',1476512157,1,0,1,1
csc216-002-P1-007,b'Cleaned up coding.',1476512011,2,0,6,2
csc216-002-P1-007,b'Fixed PMD warning.',1476511777,2,25,22,2
csc216-002-P1-007,b'Fixed infinite loop.',1476511208,1,0,1,1
csc216-002-P1-007,b'Fixed fall-through switch-case.',1476511084,1,0,1,1
csc216-002-P1-007,b'Add check for living.',1476509492,1,1,1,1
csc216-002-P1-007,b'Moved code around.',1476509276,1,2,4,1
csc216-002-P1-007,b'Moving code around.',1476509123,1,1,1,1
csc216-002-P1-007,b'Fixed debug code.',1476506968,1,1,6,1
csc216-002-P1-007,b'Inserted debugging code.',1476506680,1,0,11,1
csc216-002-P1-007,b'Fixed local test.',1476506259,1,2,3,1
csc216-002-P1-007,b'Still trying to fix this bug.',1476505690,1,1,1,1
csc216-002-P1-007,b'Reverted changes.',1476505534,4,26,12,4
csc216-002-P1-007,b'Whatever might help fix this error.',1476505350,4,11,9,4
csc216-002-P1-007,b'Attempt to fix bugs.',1476504980,0,0,0,0
csc216-002-P1-007,b'Attempt to fix bugs.',1476504980,1,1,1,1
csc216-002-P1-007,b'Fixing bugs is life.',1476504407,1,2,16,1
csc216-002-P1-007,b'Attempt at bug fixing.',1476503998,1,1,2,1
csc216-002-P1-007,b'Reversed changes.',1476503959,1,16,13,1
csc216-002-P1-007,b'Cleaned up code.',1476503715,1,3,8,1
csc216-002-P1-007,b'Trying different things out.',1476503126,1,12,11,1
csc216-002-P1-007,b'Fixed Animal.eat().',1476501070,1,18,34,1
csc216-002-P1-007,b'Fixed Ecosystem.findFirstEmptyNeighbor().',1476500992,1,0,16,1
csc216-002-P1-007,b'Reverting last commit.',1476500714,1,3,3,1
csc216-002-P1-007,b'Checking to see what happens.',1476500574,1,3,3,1
csc216-002-P1-007,b'More debugging.',1476500222,1,1,1,1
csc216-002-P1-007,b'Fixed local test.',1476499752,1,1,1,1
csc216-002-P1-007,b'Real fix this time.',1476499321,1,1,1,1
csc216-002-P1-007,b'Attempt to fix it once more.',1476499118,1,3,3,1
csc216-002-P1-007,b'Fixing last fix.',1476498915,1,1,1,1
csc216-002-P1-007,b'Attempt to fix breed for PurePrey.',1476498876,1,1,1,1
csc216-002-P1-007,b'Fixed breed times.',1476498223,3,3,3,3
csc216-002-P1-007,b'Debugging statements.',1476498131,1,1,1,1
csc216-002-P1-007,b'Changed breeding around.',1476497326,3,3,3,3
csc216-002-P1-007,b'Maybe this will help?',1476497014,2,0,26,2
csc216-002-P1-007,b'Fixing those bugs.',1476496318,2,2,2,2
csc216-002-P1-007,b'Hopefully this fixes it?',1476496176,2,2,2,2
csc216-002-P1-007,b'Trying again.',1476496059,4,4,4,4
csc216-002-P1-007,b'Added debug statements.',1476495457,1,0,1,1
csc216-002-P1-007,b'Fixed breeding time.',1476495088,1,1,1,1
csc216-002-P1-007,b'Attempt to fix breeding times.',1476494888,3,2,3,3
csc216-002-P1-007,b'Fixed local test.',1476494319,1,1,0,1
csc216-002-P1-007,b'Attempt at fixing some bugs.',1476493994,4,4,4,4
csc216-002-P1-007,b'Fixed eating and breeding for Animals.',1476492351,7,11,13,7
csc216-002-P1-007,b'Cleaned up code.',1476491687,6,6,6,6
csc216-002-P1-007,b'Attempt at fixing starving bug.',1476490683,2,2,2,2
csc216-002-P1-007,b'Attempt at fixing breed bug.',1476490631,1,1,1,1
csc216-002-P1-007,b'Added more file format validation.',1476490274,1,1,3,1
csc216-002-P1-007,b'Updated Config tests.',1476490051,1,9,9,1
csc216-002-P1-007,b'Updated default food chain ranks.',1476489868,1,1,1,1
csc216-002-P1-007,b'Updated default color values.',1476489812,2,2,2,2
csc216-002-P1-007,b'Updated tests for breeding requirements.',1476489721,3,3,3,3
csc216-002-P1-007,b'Fixed Animal.breed() bug.',1476489667,1,1,1,1
csc216-002-P1-007,b'Fixed PMD warnings.',1476489288,4,11,8,4
csc216-002-P1-007,b'Finished tests.',1476488734,3,48,35,3
csc216-002-P1-007,b'Added Ecosystem tests.',1476486790,1,9,61,1
csc216-002-P1-007,b'Added additional tests.',1476484644,2,36,12,2
csc216-002-P1-007,b'Added PurePrey tests.',1476484267,1,3,3,1
csc216-002-P1-007,b'Moved increment actions to end of act().',1476483826,5,43,82,5
csc216-002-P1-007,b'Added PurePredator tests.',1476482222,1,35,74,1
csc216-002-P1-007,b'Fixed warning.',1476480050,1,1,1,1
csc216-002-P1-007,b'Added Animal and PredatorPrey tests.',1476479882,1,149,93,1
csc216-002-P1-007,b'Full test coverage for Configs.',1476476846,1,104,39,1
csc216-002-P1-007,b'Fixed bugs.',1476476724,3,21,36,3
csc216-002-P1-007,b'Implemented Configs.',1476473647,1,26,18,1
csc216-002-P1-007,b'Started debugging Automata Simulator.',1476445128,1,4,10,1
csc216-002-P1-007,b'Implemented AutomataSimulator. Added test config file.',1476443914,2,18,172,2
csc216-002-P1-007,b'Fixed bug.',1476442272,3,0,9,3
csc216-002-P1-007,b'Implemented PurePrey.',1476437485,1,11,17,1
csc216-002-P1-007,b'Implemented PurePredator.',1476437205,1,10,15,1
csc216-002-P1-007,b'Fixed potential bug.',1476437044,1,5,3,1
csc216-002-P1-007,b'Implemented PredatorPrey.',1476436814,1,11,17,1
csc216-002-P1-007,b'Implemented Animal.',1476436026,1,22,77,1
csc216-002-P1-007,b'Fixed findFirstEmptyNeighbor().',1476433323,1,10,30,1
csc216-002-P1-007,b'Implemented Ecosystem.',1476432884,1,23,57,1
csc216-002-P1-007,b'Implemented Location and PaintedLocation.',1476431963,2,10,8,2
csc216-002-P1-007,b'Fixed author/committer name began tests.',1476423005,1,1,7,1
csc216-002-P1-007,b'Added test skeletons.',1476422649,8,4,686,8
csc216-002-P1-007,b'Added an empty test because Jenkins is complaining.',1475887018,1,0,22,1
csc216-002-P1-007,b'Removed empty tests temporarily.',1475886817,8,112,0,8
csc216-002-P1-007,b'Removed unnecessary test files.',1475886607,2,28,0,2
csc216-002-P1-007,b'Added test skeletons.',1475886421,11,0,142,11
csc216-002-P1-007,b'Fixed typo in incrementTimeSinceLastMeal().',1475885974,1,1,1,1
csc216-002-P1-007,b'Fixed Checkstyle errors.',1475885885,3,6,8,3
csc216-002-P1-007,b'Added AutomataSimulator and SimulatorInterface skeletons.',1475885097,2,2,90,2
csc216-002-P1-007,b'Added Location and PaintedLocation skeletons.',1475884253,2,1,74,2
csc216-002-P1-007,b'Added missing Javadoc to prior classes and Ecosystem skeleton.',1475883832,9,1,394,9
csc216-002-P1-007,b'Added PurePredator PredatorPrey and PurePrey skeletons.',1475882709,3,3,198,3
csc216-002-P1-007,b'Added Animal skeleton.',1475882147,1,0,173,1
csc216-002-P1-007,b'Made Configs skeleton.',1475880086,1,1,136,1
csc216-002-P1-007,b'Created all required classes started skeleton.',1475870531,13,0,388,13
csc216-002-P1-007,b'Added black box test suite.',1474673822,5,0,75,5
csc216-002-P1-007,b'Added Design Proposal.',1474672266,8,0,34,8
csc216-002-P1-007,b'Initial commit',1470765334,0,0,0,0
csc216-002-P1-008,b'submitted correct project',1476662904,24,1980,723,24
csc216-002-P1-008,b'implemented UML\n',1476476740,13,115,1980,13
csc216-002-P1-008,b'kjndsvkj',1475300197,1,0,244,1
csc216-002-P1-008,b'Completed black box test plan and project proposal',1474665784,11,108,245,11
csc216-002-P1-008,b'Added Ecosystem.java and ecosystem.txt',1474522395,6,0,143,6
csc216-002-P1-008,b'Initial commit',1470765339,0,0,0,0
csc216-002-P1-009,b'added in classes',1476382266,12,0,407,12
csc216-002-P1-009,b'Added the initial version of the design proposal.',1474664975,5,0,35,5
csc216-002-P1-009,b'Initial commit',1470765343,0,0,0,0
csc216-002-P1-010,b'Java Doc ',1476502263,7,48,156,7
csc216-002-P1-010,b'Fixed it to the point where we can run the program',1476490776,4,13,33,4
csc216-002-P1-010,b'Test files',1476484625,2,0,29,2
csc216-002-P1-010,b'Updated and Implemented all the remaining classes',1476484049,5,35,207,5
csc216-002-P1-010,b'Implemented Ecosystem ',1476472817,1,15,146,1
csc216-002-P1-010,b' Updated Animal class and implemented Animal child classes',1476468658,5,13,72,5
csc216-002-P1-010,b'Implemented Animal parent class',1476465748,1,13,76,1
csc216-002-P1-010,b'Fixed spelling on methods',1475887629,1,3,3,1
csc216-002-P1-010,b'Added Configs Test again',1475887226,2,74,74,2
csc216-002-P1-010,b'Added TS_ConfigsTest',1475887087,2,14,74,2
csc216-002-P1-010,b'Added ConfigsTest',1475886844,1,0,14,1
csc216-002-P1-010,b'Fixed Configs',1475886754,1,7,7,1
csc216-002-P1-010,b'Fixed errors ',1475886447,5,18,150,5
csc216-002-P1-010,b'Added Test cases',1475885228,5,0,68,5
csc216-002-P1-010,b'Skeleton without the comments',1475884807,12,0,897,12
csc216-002-P1-010,b'Design Proposal and black box tests added',1474678364,7,0,35,7
csc216-002-P1-010,b'Initial commit',1470765348,0,0,0,0
csc216-002-P1-011,b'added more documentation.',1475886119,27,2,501,27
csc216-002-P1-011,"bAdd files via upload\n\nfor some reason I couldn't get the project to commit it said I had to have authorization couldn't get it to work.\r\n\r\nI've created the skeleton for project 1.""""""""Add files via upload\n\nfor some reason I couldn't get the project to commit it said I had to have authorization couldn't get it to work.\r\n\r\nI've created the skeleton for project 1.""""Add files via upload\n\nfor some reason I couldn't get the project to commit it said I had to have authorization couldn't get it to work.\r\n\r\nI've created the skeleton for project 1.""",1475881653,10,0,0,10
csc216-002-P1-011,b'update 1\n\nsubmitting the newly created files for the design proposal document and\nthe black box testing plan.',1474657041,6,0,35,6
csc216-002-P1-011,b'Initial commit',1470765353,0,0,0,0
csc216-002-P1-012,b'Completed javadoc annotations',1476478245,7,7,107,7
csc216-002-P1-012,b'Fixing movement error started at wrong index',1476476873,2,5,7,2
csc216-002-P1-012,b'Attempting more jenkins fixes\n\n\nNot being able to see the actual test cases makes this almost impossible',1476476235,2,4,4,2
csc216-002-P1-012,b'Attempting to fix ts jenkins tests',1476476048,1,1,15,1
csc216-002-P1-012,b'Working on javaDoc and fixing pmd errors',1476475409,5,5,59,5
csc216-002-P1-012,b'Attempting to fix name loading from file for jenkins tests',1476475069,4,15,31,4
csc216-002-P1-012,b'Repairing failing AutomataSimulatorTest',1476474219,1,1,1,1
csc216-002-P1-012,b'Completed coverage and behavior testing of Animal classes',1476474142,9,0,388,9
csc216-002-P1-012,b'Completed testing for Configs.',1476469747,6,17,41,6
csc216-002-P1-012,b'Rectifying PMD errors in AutomataSimulator working on coverage',1476469140,4,9,20,4
csc216-002-P1-012,b'Completed testing for AutomataSimulator beginning testing Animals',1476468357,13,17,388,13
csc216-002-P1-012,b'Reached complete coverage of Ecosystem class',1476463200,3,9,222,3
csc216-002-P1-012,b'Fixed movement error added test classes beginning junit testing',1476459830,13,25,177,13
csc216-002-P1-012,b'Completed implementation of all but step() function',1476399319,7,38,228,7
csc216-002-P1-012,b'Finishing functionality for Ecosystem class\n\nAdditional work done on AutomataSimulator class.',1476382548,2,22,94,2
csc216-002-P1-012,b'Implementing map loading and Configuration setting',1476365982,9,53,325,9
csc216-002-P1-012,b'Completed javadoc notation',1475865211,11,10,180,11
csc216-002-P1-012,b'Beginning work on javadoc completion also fleshing out some methods',1475863729,4,6,104,4
csc216-002-P1-012,b'Began implementing tests for Project1',1475862977,3,1,31,3
csc216-002-P1-012,b'Additional jenkins repair attempts',1475862726,2,4,5,2
csc216-002-P1-012,b'Additional changes to get the tests compiling',1475862597,6,4,32,6
csc216-002-P1-012,b'Last few alterations to fit skeleton.',1475779827,8,2,137,8
csc216-002-P1-012,b'Implementing beginning classes to match UML diagram',1475778539,21,914,716,21
csc216-002-P1-012,b'Added black box tests',1474675705,1,0,0,1
csc216-002-P1-012,"bContinuing initial commit amending UML diagram and design proposal\n\nStarUML the program I used to make my UML diagram has a feature that\nallows it to generate Java code from UML and vice versa. I'm happy about\nthat.""""""""Continuing initial commit amending UML diagram and design proposal\n\nStarUML the program I used to make my UML diagram has a feature that\nallows it to generate Java code from UML and vice versa. I'm happy about\nthat.""""Continuing initial commit amending UML diagram and design proposal\n\nStarUML the program I used to make my UML diagram has a feature that\nallows it to generate Java code from UML and vice versa. I'm happy about\nthat.""",1474670290,10,0,914,10
csc216-002-P1-012,b'Initial Commit\n\nTODO: BlackBox Testing',1474669147,6,0,35,6
csc216-002-P1-012,b'Initial commit',1470765358,0,0,0,0
csc216-002-P1-013,b'javadoc',1476490404,87,0,17207,87
csc216-002-P1-013,b'update',1476490227,23,707,919,23
csc216-002-P1-013,b'update',1476484089,1,8,5,1
csc216-002-P1-013,b'update',1476483146,10,70,107,10
csc216-002-P1-013,b'update',1476469490,12,144,172,12
csc216-002-P1-013,b'update',1476467852,11,49,217,11
csc216-002-P1-013,b'bug fix',1476463858,1,2,3,1
csc216-002-P1-013,b'added more tests fixed run time errors',1476463434,9,92,281,9
csc216-002-P1-013,b'update',1476402435,7,15,101,7
csc216-002-P1-013,b'update',1476379898,3,10,136,3
csc216-002-P1-013,b'update',1476373059,9,90,287,9
csc216-002-P1-013,b'created all test files',1475947471,8,5,362,8
csc216-002-P1-013,b'created AnimalTest',1475851017,2,0,115,2
csc216-002-P1-013,b'spelling fix',1475850567,1,1,1,1
csc216-002-P1-013,b'added more methods to AutomataSimulator Location PaintedLocation and\nEcosystem',1475849998,4,6,87,4
csc216-002-P1-013,b'added more methods',1475837961,8,5,415,8
csc216-002-P1-013,b'finished creating fields added methods to configs',1475835023,6,0,124,6
csc216-002-P1-013,b'creeated animal fields',1475786624,1,0,17,1
csc216-002-P1-013,b'Created classes and interfaces',1475786141,14,1,379,14
csc216-002-P1-013,b'Design Proposal and Black Box Test Plan',1474666365,6,0,35,6
csc216-002-P1-013,b'Initial commit',1470765362,0,0,0,0
csc216-002-P1-014,b'Initial commit',1470765367,0,0,0,0
csc216-002-P1-015,b'Generated Javadoc.',1476665476,21,0,2752,21
csc216-002-P1-015,b'Set error messages.',1476664610,1,15,8,1
csc216-002-P1-015,b'Fixed PMD error in Animal.',1476664294,1,3,1,1
csc216-002-P1-015,b'Fixed remaining checkStyle errors.',1476663727,1,2,2,1
csc216-002-P1-015,b'Fixed checkSytle and PMD errors.',1476663612,2,2,3,2
csc216-002-P1-015,b'Fixed checkStyle errors in environment package.',1476663395,3,69,71,3
csc216-002-P1-015,b'Fixed checkStyle errors in actor package.',1476662782,4,38,38,4
csc216-002-P1-015,b'Added method level comments to abstract methods.',1476660847,1,0,30,1
csc216-002-P1-015,b'Javadoced classes and methods throughout the project.',1476660435,18,512,954,18
csc216-002-P1-015,"bChanged what the value for EMPTY to ' '.""""""""Changed what the value for EMPTY to ' '.""""Changed what the value for EMPTY to ' '.""",1476649529,2,3,3,2
csc216-002-P1-015,b'Changed the order in which the PurePredator acts.',1476647061,3,44,13,3
csc216-002-P1-015,b'Removed repetitive code from eat method.',1476646250,3,69,34,3
csc216-002-P1-015,b'Changed the way act is implemented for PurePredator.',1476645716,2,9,10,2
csc216-002-P1-015,b'Further restricted act method for PredatorPrey.',1476645457,2,15,16,2
csc216-002-P1-015,b'Adjusted breed method.',1476644775,3,17,33,3
csc216-002-P1-015,b'Removed unnecessary code from breed method.',1476643489,1,19,31,1
csc216-002-P1-015,b'Called pastBreedTime method for PredatorPrey.',1476642802,1,1,1,1
csc216-002-P1-015,"bPurePrey can't breed when i is 0.""""""""PurePrey can't breed when i is 0.""""PurePrey can't breed when i is 0.""",1476642543,1,3,3,1
csc216-002-P1-015,b'Removed breed restriction from act method for PurePrey.',1476641102,1,3,1,1
csc216-002-P1-015,b'Removed restriction from pastBreedTime for PurePrey.',1476640955,1,1,1,1
csc216-002-P1-015,b'Switched true and false passing.',1476640395,1,2,2,1
csc216-002-P1-015,b'Changed the requirements for pastBreedTime for PurePrey.',1476640239,1,1,1,1
csc216-002-P1-015,b'Called pastBreedTime in breed method for PurePredator.',1476639912,2,3,3,2
csc216-002-P1-015,b'Added disable method to PurePrey.',1476639367,2,2,3,2
